"   ","ENTHICK","ENWIDTH","ENLENGTH","GRADE","PRODTIME","PRODUCTID","REDUCTRATE","TLELONG","TLMESH1","TLMESH2","TLMESH3","TLSPEED","TLTENSION","PLSPEED","AT1TEMP","AT1HCLCONC","AT1FECLCONC","AT2TEMP","AT2HCLCONC","AT2FECLCONC","AT3TEMP","AT3HCLCONC","AT3FECLCONC","RT4PH","RT4TEMP","RT1PH","EXWIDTH","EXTHICK","F1FORCE","F1ENTENS","F1EXTENS","F1SPEED","F1REDRATE","F1EMULPRESS","F1BLOWPRESS","F2FORCE","F2ENTENS","F2EXTENS","F2SPEED","F2REDRATE","F2EMULPRESS","F2BLOWPRESS","F3FORCE","F3ENTENS","F3EXTENS","F3SPEED","F3REDRATE","F3EMULPRESS","F3BLOWPRESS","F4FORCE","F4ENTENS","F4EXTENS","F4SPEED","F4REDRATE","F4EMULPRESS","F4BLOWPRESS","F5FORCE","F5ENTENS","F5EXTENS","F5SPEED","F5REDRATE","F5EMULPRESS","F5BLOWPRESS","CRMCOILTEMP","INSDATE","HCOILID","EXLENGTH","BISGGRADE","AIMEDWIDTH","AIMEDTHICKNESS","MAXAIMEDWIDTH","MINAIMEDWIDTH","MAXAIMEDTHICKNESS","MINAIMEDTHICKNESS","F2DSFORCES","F1FSLIP","F2FSLIP","F3FSLIP","F4FSLIP","F5FSLIP","F1EXTHICK","F2EXTHICK","F3EXTHICK","F4EXTHICK","F5EXTHICK","F1DSFORCES","F1OSFORCES","F2OSFORCES","F3DSFORCES","F3OSFORCES","F4DSFORCES","F4OSFORCES","F5DSFORCES","F5OSFORCES","F1DSGAP","F1OSGAP","F2DSGAP","F2OSGAP","F3DSGAP","F3OSGAP","F4DSGAP","F4OSGAP","F5DSGAP","F5OSGAP","F1GLEVEL","F2GLEVEL","F3GLEVEL","F4GLEVEL","F5GLEVEL","F1WRBEND","F2WRBEND","F3WRBEND","F4WRBEND","F1IMRBEND","F2IMRBEND","F3IMRBEND","F4IMRBEND","F5IMRBEND","STRIMOSGAP","STRIMDSGAP","STRIMOSLAP","STRIMDSLAP","F5WRBEND","F5RTYPE","F1ENTHICK","F6TENDIFF","F1TENDIFF","F2TENDIFF","F3TENDIFF","F4TENDIFF","F5TENDIFF"
"49","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1499.000","284.000","754.000","206.000","16.610","0.000","0.000","1477.000","754.000","672.000","254.000","18.710","0.000","0.000","1366.000","672.000","599.000","303.000","15.850","0.000","0.000","1170.000","599.000","664.000","352.000","14.490","0.000","0.000","801.000","664.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:33","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","737.500","810.000","-2260.000","-2230.000","-1030.000","0.000","4211.000","3415.000","2846.000","2480.000","2450.000","755.500","743.500","739.500","680.500","685.500","597.000","573.000","397.500","403.500","1030.000","848.000","690.500","179.500","342.500","347.500","155.000","308.000","681.500","583.500","-0.182","-0.511","0.005","0.153","-0.098","249.000","254.000","248.000","238.000","250.000","260.000","249.000","240.000","93.000","75.000","75.000","-21.000","-21.000","154.000","D ","5064.000","0","4","-7","1","-3","3"
"50","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1496.000","281.000","756.000","206.000","16.610","0.000","0.000","1468.000","756.000","675.000","254.000","18.710","0.000","0.000","1356.000","675.000","602.000","303.000","15.850","0.000","0.000","1175.000","602.000","666.000","351.000","14.490","0.000","0.000","801.000","666.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:33","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","733.000","710.000","-2250.000","-2250.000","-1020.000","0.000","4215.000","3418.000","2837.000","2489.000","2449.000","754.000","742.000","735.000","676.500","679.500","598.500","576.500","396.000","405.000","1035.000","853.000","692.000","181.000","342.500","347.500","155.500","308.500","681.500","584.500","-0.182","-0.511","0.005","0.153","-0.097","249.000","254.000","248.000","238.000","250.000","259.000","250.000","240.000","93.000","75.000","75.000","-21.000","-21.000","153.000","D ","5058.000","0","5","-5","-4","-2","5"
"51","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1481.000","284.000","757.000","206.000","16.610","0.000","0.000","1466.000","757.000","675.000","254.000","18.710","0.000","0.000","1351.000","675.000","605.000","303.000","15.850","0.000","0.000","1168.000","605.000","666.000","351.000","14.490","0.000","0.000","802.000","666.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:33","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","733.000","700.000","-2350.000","-2270.000","-1070.000","0.000","4218.000","3421.000","2845.000","2483.000","2456.000","745.000","736.000","733.000","670.500","680.500","594.000","574.000","396.500","405.500","1046.500","864.500","691.500","181.500","344.500","350.500","154.500","308.500","681.500","583.500","-0.182","-0.510","0.006","0.154","-0.098","249.000","259.000","248.000","238.000","250.000","259.000","250.000","240.000","93.000","75.000","75.000","-21.000","-21.000","153.000","D ","5042.000","0","6","-7","-4","-2","2"
"52","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1490.000","282.000","756.000","206.000","16.610","0.000","0.000","1472.000","756.000","674.000","254.000","18.710","0.000","0.000","1349.000","674.000","601.000","303.000","15.850","0.000","0.000","1179.000","601.000","666.000","351.000","14.490","0.000","0.000","799.000","666.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:34","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","736.500","590.000","-2280.000","-2280.000","-1120.000","0.000","4204.000","3410.000","2843.000","2479.000","2454.000","750.000","740.000","735.500","668.500","680.500","600.000","579.000","395.000","404.000","1041.500","858.500","692.500","181.500","345.000","350.000","155.500","309.500","681.000","583.000","-0.183","-0.511","0.005","0.154","-0.098","249.000","260.000","249.000","238.000","250.000","260.000","250.000","239.000","91.000","75.000","75.000","-21.000","-21.000","148.000","D ","5036.000","0","5","-3","-3","-3","2"
"53","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1494.000","280.000","756.000","206.000","16.610","0.000","0.000","1454.000","756.000","677.000","254.000","18.710","0.000","0.000","1361.000","677.000","607.000","303.000","15.850","0.000","0.000","1174.000","607.000","668.000","351.000","14.490","0.000","0.000","806.000","668.000","161.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:34","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","729.000","620.000","-2190.000","-2320.000","-1140.000","0.000","4206.000","3411.000","2839.000","2482.000","2451.000","753.000","741.000","725.000","676.500","684.500","602.000","572.000","399.500","406.500","1036.500","854.500","695.000","184.000","344.500","350.500","156.000","310.000","680.000","584.000","-0.182","-0.511","0.006","0.154","-0.096","249.000","261.000","249.000","238.000","249.000","259.000","249.000","239.000","90.000","75.000","75.000","-21.000","-21.000","147.000","D ","5028.000","1","6","-1","0","-3","3"
"54","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1500.000","278.000","754.000","206.000","16.610","0.000","0.000","1465.000","754.000","675.000","253.000","18.710","0.000","0.000","1359.000","675.000","603.000","303.000","15.850","0.000","0.000","1192.000","603.000","667.000","351.000","14.490","0.000","0.000","805.000","667.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:34","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","736.500","710.000","-2150.000","-2250.000","-1110.000","0.000","4203.000","3422.000","2833.000","2484.000","2446.000","756.500","743.500","728.500","675.500","683.500","610.500","581.500","398.500","406.500","1031.500","849.500","698.500","186.500","342.500","348.500","156.000","309.000","681.000","584.000","-0.182","-0.512","0.006","0.153","-0.097","250.000","261.000","249.000","238.000","249.000","259.000","250.000","240.000","90.000","75.000","75.000","-21.000","-21.000","147.000","D ","5023.000","0","5","-4","-2","-2","3"
"55","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1494.000","281.000","751.000","206.000","16.610","0.000","0.000","1454.000","751.000","669.000","254.000","18.710","0.000","0.000","1358.000","669.000","603.000","303.000","15.850","0.000","0.000","1178.000","603.000","667.000","351.000","14.490","0.000","0.000","799.000","667.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:34","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","730.000","720.000","-2200.000","-2200.000","-1130.000","0.000","4213.000","3417.000","2837.000","2480.000","2449.000","752.000","742.000","724.000","675.500","682.500","599.500","578.500","395.500","403.500","1038.000","856.000","698.500","187.500","347.000","352.000","156.000","310.000","680.000","584.000","-0.182","-0.511","0.005","0.154","-0.096","249.000","261.000","249.000","238.000","250.000","260.000","250.000","240.000","91.000","75.000","75.000","-21.000","-21.000","147.000","D ","5042.000","0","5","-7","0","0","4"
"56","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1490.000","283.000","734.000","206.000","16.610","0.000","0.000","1455.000","734.000","664.000","254.000","18.710","0.000","0.000","1345.000","664.000","596.000","303.000","15.850","0.000","0.000","1178.000","596.000","657.000","351.000","14.490","0.000","0.000","800.000","657.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:34","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","728.500","650.000","-1970.000","-2220.000","-1100.000","0.000","4207.000","3412.000","2831.000","2476.000","2444.000","750.000","740.000","726.500","672.500","672.500","604.500","573.500","396.000","404.000","1041.000","858.000","698.000","188.000","349.000","354.000","159.000","312.000","681.000","584.000","-0.183","-0.510","0.005","0.153","-0.097","249.000","262.000","249.000","238.000","250.000","260.000","250.000","240.000","91.000","75.000","75.000","-21.000","-21.000","147.000","D ","5029.000","0","6","-4","0","0","2"
"57","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1505.000","282.000","749.000","206.000","16.610","0.000","0.000","1484.000","749.000","671.000","254.000","18.710","0.000","0.000","1347.000","671.000","599.000","303.000","15.850","0.000","0.000","1180.000","599.000","661.000","351.000","14.490","0.000","0.000","803.000","661.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:35","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","748.500","720.000","-2320.000","-2380.000","-1140.000","0.000","4209.000","3414.000","2835.000","2479.000","2447.000","759.000","746.000","735.500","666.500","680.500","599.500","580.500","397.000","406.000","1027.500","844.500","700.000","189.000","348.000","354.000","160.500","314.500","680.500","584.500","-0.183","-0.511","0.006","0.154","-0.096","249.000","261.000","248.000","237.000","250.000","259.000","250.000","239.000","91.000","75.000","75.000","-21.000","-21.000","146.000","D ","5022.000","0","5","0","1","-2","3"
"58","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1492.000","286.000","746.000","206.000","16.610","0.000","0.000","1469.000","746.000","672.000","253.000","18.710","0.000","0.000","1355.000","672.000","600.000","303.000","15.850","0.000","0.000","1170.000","600.000","664.000","351.000","14.490","0.000","0.000","801.000","664.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:35","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","737.500","800.000","-2160.000","-2310.000","-1120.000","0.000","4213.000","3430.000","2840.000","2478.000","2452.000","751.500","740.500","731.500","672.000","683.000","591.500","578.500","397.000","404.000","1036.500","857.500","700.500","188.500","347.500","352.500","159.000","313.000","681.000","583.000","-0.179","-0.512","0.005","0.154","-0.098","249.000","261.000","249.000","237.000","249.000","260.000","250.000","240.000","91.000","75.000","75.000","-21.000","-21.000","144.000","D ","5040.000","0","4","-2","1","-4","3"
"59","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1487.000","286.000","757.000","206.000","16.610","0.000","0.000","1464.000","757.000","678.000","253.000","18.710","0.000","0.000","1354.000","678.000","604.000","303.000","15.850","0.000","0.000","1170.000","604.000","670.000","351.000","14.490","0.000","0.000","800.000","670.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:35","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","733.500","690.000","-2140.000","-2360.000","-1140.000","0.000","4208.000","3426.000","2835.000","2480.000","2447.000","749.500","737.500","730.500","671.000","683.000","600.500","569.500","395.500","404.500","1043.500","862.500","699.500","187.500","348.500","353.500","160.000","314.000","680.500","584.500","-0.181","-0.512","0.005","0.154","-0.096","249.000","261.000","248.000","238.000","249.000","260.000","250.000","240.000","91.000","75.000","75.000","-21.000","-21.000","144.000","D ","5056.000","0","4","-9","-2","-3","4"
"60","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1492.000","285.000","756.000","206.000","16.610","0.000","0.000","1451.000","756.000","674.000","253.000","18.710","0.000","0.000","1355.000","674.000","603.000","303.000","15.850","0.000","0.000","1172.000","603.000","666.000","351.000","14.490","0.000","0.000","802.000","666.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:35","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","722.500","670.000","-2260.000","-2390.000","-1150.000","0.000","4213.000","3430.000","2835.000","2486.000","2447.000","753.000","739.000","728.500","671.000","684.000","598.000","574.000","396.500","405.500","1039.500","858.500","700.000","189.000","349.000","353.000","160.500","314.500","680.000","584.000","-0.181","-0.511","0.004","0.154","-0.096","249.000","261.000","248.000","238.000","249.000","259.000","249.000","240.000","91.000","75.000","75.000","-21.000","-21.000","145.000","D ","5050.000","0","4","-5","-2","1","3"
"61","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1476.000","292.000","761.000","206.000","16.610","0.000","0.000","1467.000","761.000","677.000","254.000","18.710","0.000","0.000","1353.000","677.000","604.000","303.000","15.850","0.000","0.000","1155.000","604.000","667.000","352.000","14.490","0.000","0.000","798.000","667.000","161.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:35","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","727.500","720.000","-2130.000","-2420.000","-1070.000","0.000","4212.000","3416.000","2852.000","2484.000","2455.000","742.500","733.500","739.500","673.000","680.000","585.500","569.500","395.500","402.500","1057.500","873.500","700.000","190.000","346.500","351.500","161.000","316.000","680.500","583.500","-0.184","-0.510","0.005","0.155","-0.097","249.000","261.000","248.000","238.000","250.000","260.000","249.000","239.000","91.000","75.000","75.000","-21.000","-21.000","145.000","D ","5044.000","0","2","-6","-2","-2","3"
"62","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1461.000","281.000","748.000","220.000","16.610","0.000","0.000","1415.000","748.000","679.000","270.000","18.710","0.000","0.000","1286.000","679.000","604.000","323.000","15.850","0.000","0.000","1112.000","604.000","652.000","373.000","14.490","0.000","0.000","808.000","652.000","160.000","380.000","1.630","0.000","0.000","","2024/3/26 10:03:58","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","702.000","960.000","-510.000","-1610.000","-1330.000","0.000","4203.000","3425.000","2827.000","2489.000","2448.000","735.000","726.000","713.000","641.500","644.500","565.000","547.000","399.500","408.500","1062.000","875.000","743.500","256.500","408.500","415.500","237.000","350.000","679.500","591.500","-0.187","-0.487","0.007","0.113","-0.088","249.000","259.000","248.000","238.000","250.000","259.000","250.000","240.000","93.000","75.000","75.000","-21.000","-21.000","140.000","D ","5071.000","1","-1","-3","2","1","-1"
"63","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1485.000","288.000","755.000","206.000","16.610","0.000","0.000","1455.000","755.000","680.000","253.000","18.710","0.000","0.000","1344.000","680.000","606.000","303.000","15.850","0.000","0.000","1159.000","606.000","669.000","351.000","14.490","0.000","0.000","797.000","669.000","158.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:36","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","723.000","690.000","-2120.000","-2480.000","-1080.000","0.000","4203.000","3422.000","2839.000","2476.000","2451.000","748.500","736.500","732.000","666.500","677.500","588.000","571.000","394.500","402.500","1047.500","865.500","700.000","189.000","346.500","352.500","160.500","314.500","682.000","584.000","-0.182","-0.511","0.006","0.154","-0.098","249.000","261.000","249.000","238.000","250.000","259.000","249.000","240.000","91.000","75.000","75.000","-21.000","-21.000","147.000","D ","5047.000","0","3","-5","0","-2","3"
"64","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1480.000","287.000","762.000","206.000","16.610","0.000","0.000","1450.000","762.000","677.000","253.000","18.710","0.000","0.000","1352.000","677.000","608.000","303.000","15.850","0.000","0.000","1167.000","608.000","670.000","351.000","14.490","0.000","0.000","800.000","670.000","162.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:36","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","726.000","740.000","-2120.000","-2400.000","-1170.000","0.000","4204.000","3423.000","2842.000","2486.000","2453.000","746.000","734.000","724.000","672.000","680.000","591.500","575.500","396.500","403.500","1055.000","872.000","701.500","190.500","347.500","352.500","160.500","314.500","682.000","584.000","-0.183","-0.511","0.005","0.154","-0.098","249.000","261.000","249.000","239.000","249.000","259.000","249.000","240.000","93.000","75.000","75.000","-21.000","-21.000","148.000","D ","5035.000","1","3","-3","-2","-6","2"
"65","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1486.000","281.000","758.000","205.000","16.610","0.000","0.000","1451.000","758.000","676.000","253.000","18.710","0.000","0.000","1364.000","676.000","606.000","302.000","15.850","0.000","0.000","1182.000","606.000","668.000","351.000","14.490","0.000","0.000","799.000","668.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:36","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","725.500","760.000","-1940.000","-2360.000","-1190.000","0.000","4206.000","3408.000","2846.000","2480.000","2449.000","748.500","737.500","725.500","676.000","688.000","601.000","581.000","395.500","403.500","1050.000","867.000","702.000","191.000","344.500","349.500","159.500","313.500","681.500","583.500","-0.183","-0.511","0.005","0.154","-0.098","249.000","261.000","249.000","238.000","249.000","260.000","249.000","240.000","93.000","75.000","75.000","-21.000","-21.000","149.000","D ","5037.000","0","3","-11","-2","-1","1"
"66","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1481.000","288.000","747.000","205.000","16.610","0.000","0.000","1449.000","747.000","668.000","254.000","18.710","0.000","0.000","1345.000","668.000","602.000","303.000","15.850","0.000","0.000","1175.000","602.000","663.000","351.000","14.490","0.000","0.000","804.000","663.000","161.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:36","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","727.000","630.000","-1850.000","-2230.000","-1150.000","0.000","4201.000","3391.000","2835.000","2485.000","2447.000","746.500","734.500","722.000","670.000","675.000","601.500","573.500","397.500","406.500","1057.000","874.000","703.000","193.000","349.500","354.500","160.000","314.000","681.000","584.000","-0.183","-0.510","0.005","0.154","-0.097","248.000","261.000","249.000","238.000","249.000","259.000","250.000","240.000","93.000","75.000","75.000","-21.000","-21.000","151.000","D ","5038.000","0","5","-6","0","1","2"
"67","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1478.000","288.000","739.000","206.000","16.610","0.000","0.000","1481.000","739.000","664.000","254.000","18.710","0.000","0.000","1356.000","664.000","596.000","304.000","15.850","0.000","0.000","1172.000","596.000","654.000","351.000","14.490","0.000","0.000","802.000","654.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:36","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","743.000","700.000","-1850.000","-2350.000","-1100.000","0.000","4209.000","3414.000","2832.000","2476.000","2453.000","744.500","733.500","738.000","674.500","681.500","604.000","568.000","397.500","404.500","1058.000","876.000","706.000","194.000","350.000","353.000","164.500","318.500","682.000","584.000","-0.182","-0.512","0.003","0.154","-0.098","249.000","262.000","249.000","238.000","250.000","259.000","250.000","239.000","93.000","75.000","75.000","-21.000","-21.000","153.000","D ","5034.000","0","4","0","0","-3","2"
"68","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1484.000","283.000","741.000","206.000","16.610","0.000","0.000","1462.000","741.000","666.000","254.000","18.710","0.000","0.000","1358.000","666.000","596.000","303.000","15.850","0.000","0.000","1170.000","596.000","656.000","351.000","14.490","0.000","0.000","799.000","656.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:37","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","733.500","780.000","-1780.000","-2310.000","-1030.000","0.000","4208.000","3413.000","2835.000","2478.000","2447.000","748.000","736.000","728.500","679.000","679.000","597.000","573.000","396.000","403.000","1050.000","868.000","707.500","196.500","350.500","354.500","163.000","317.000","681.500","583.500","-0.182","-0.511","0.004","0.154","-0.098","248.000","261.000","249.000","238.000","250.000","260.000","250.000","240.000","94.000","75.000","75.000","-21.000","-21.000","154.000","D ","5035.000","0","5","6","2","-2","2"
"69","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1478.000","286.000","741.000","206.000","16.610","0.000","0.000","1455.000","741.000","665.000","254.000","18.710","0.000","0.000","1354.000","665.000","596.000","303.000","15.850","0.000","0.000","1169.000","596.000","658.000","351.000","14.490","0.000","0.000","801.000","658.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:37","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","731.500","820.000","-1770.000","-2190.000","-1120.000","0.000","4212.000","3416.000","2849.000","2484.000","2459.000","745.500","732.500","723.500","672.000","682.000","594.000","575.000","396.500","404.500","1056.000","875.000","710.000","199.000","353.500","357.500","163.500","316.500","680.000","586.000","-0.181","-0.511","0.004","0.153","-0.094","248.000","261.000","248.000","238.000","249.000","259.000","250.000","239.000","94.000","75.000","75.000","-21.000","-21.000","156.000","D ","5059.000","0","5","1","2","0","2"
"70","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1471.000","286.000","740.000","206.000","16.610","0.000","0.000","1451.000","740.000","662.000","254.000","18.710","0.000","0.000","1341.000","662.000","595.000","303.000","15.850","0.000","0.000","1164.000","595.000","656.000","351.000","14.490","0.000","0.000","800.000","656.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:37","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","724.500","640.000","-1800.000","-2210.000","-1080.000","0.000","4208.000","3413.000","2838.000","2489.000","2450.000","741.500","729.500","726.500","667.000","674.000","586.500","577.500","396.500","403.500","1065.000","885.000","712.000","201.000","359.000","363.000","165.000","319.000","677.500","587.500","-0.180","-0.511","0.004","0.154","-0.090","248.000","261.000","248.000","238.000","249.000","260.000","250.000","240.000","94.000","75.000","75.000","-21.000","-21.000","156.000","D ","5063.000","0","4","-6","0","0","1"
